381,0.032
382,0.054
383,0.042
384,0.035
385,0.051
386,0.04
387,0.046
388,0.038
389,0.034
390,0.033
391,0.044
392,0.039
393,0.052
394,0.04
395,0.062
396,0.054
397,0.056
398,0.048
399,0.045
400,0.044
401,0.043
402,0.048
403,0.041
404,0.039
405,0.043
406,0.051
407,0.056
408,0.049
409,0.04
410,0.047
411,0.046
412,0.052
413,0.049
414,0.04
415,0.054
416,0.054
417,0.038
418,0.048
419,0.044
420,0.046
421,0.051
422,0.036
423,0.047
424,0.046
425,0.045
426,0.044
427,0.047
428,0.057
429,0.034
430,0.029
431,0.041
432,0.067
433,0.05
434,0.058
435,0.052
436,0.051
437,0.046
438,0.047
439,0.061
440,0.04
441,0.056
442,0.051
443,0.058
444,0.048
445,0.05
446,0.054
447,0.04
448,0.054
449,0.048
450,0.036
451,0.038
452,0.043
453,0.06
454,0.043
455,0.031
456,0.05
457,0.052
458,0.038
459,0.049
460,0.029
461,0.027
462,0.064
463,0.053
464,0.053
465,0.043
466,0.046
467,0.037
468,0.05
469,0.048
470,0.044
471,0.054
472,0.043
473,0.047
474,0.048
475,0.039
476,0.036
477,0.04
478,0.055
479,0.036
480,0.061
481,0.051
482,0.04
483,0.034
484,0.032
485,0.041
486,0.04
487,0.037
488,0.048
489,0.049
490,0.053
491,0.046
492,0.042
493,0.048
494,0.053
495,0.048
496,0.041
497,0.041
498,0.052
499,0.047
500,0.05
501,0.044
502,0.124
503,0.045
504,0.043
505,0.05
506,0.043
507,0.056
508,0.045
509,0.048
510,0.047
511,0.046
512,0.047
513,0.047
514,0.048
515,0.057
516,0.049
517,0.043
518,0.042
519,0.047
520,0.061
521,0.047
522,0.047
523,0.043
524,0.039
525,0.035
526,0.034
527,0.037
528,0.039
529,0.038
530,0.047
531,0.045
532,0.052
533,0.05
534,0.056
535,0.059
536,0.04
537,0.037
538,0.04
539,0.045
540,0.052
541,0.051
542,0.05
543,0.048
544,0.031
545,0.048
546,0.04
547,0.039
548,0.036
549,0.04
550,0.032
551,0.039
552,0.036
553,0.04
554,0.039
555,0.042
556,0.06
557,0.035
558,0.031
559,0.031
560,0.043
561,0.04
562,0.029
563,0.031
564,0.047
565,0.058
566,0.042
567,0.046
568,0.046
569,0.052
570,0.05
571,0.042
572,0.036
573,0.048
574,0.033
575,0.037
576,0.036
577,0.041
578,0.033
579,0.048
580,0.05
581,0.031
582,0.038
583,0.038
584,0.033
585,0.05
586,0.048
587,0.034
588,0.044
589,0.216
590,0.084
591,0.521
592,0.464
593,0.072
594,0.032
595,0.035
596,0.042
597,0.037
598,0.041
599,0.044
600,0.047
601,0.043
602,0.197
603,0.051
604,0.037
605,0.032
606,0.057
607,0.052
608,0.054
609,0.031
610,0.047
611,0.045
612,0.048
613,0.052
614,0.046
615,0.055
616,0.046
617,0.047
618,0.044
619,0.043
620,0.044
621,0.046
622,0.049
623,0.047
624,0.056
625,0.053
626,0.043
627,0.041
628,0.057
629,0.048
630,0.043
631,0.041
632,0.041
633,0.039
634,0.034
635,0.048
636,0.042
637,0.043
638,0.055
639,0.046
640,0.032
641,0.027
642,0.043
643,0.037
644,0.037
645,0.03
646,0.03
647,0.038
648,0.03
649,0.036
650,0.031
651,0.053
652,0.046
653,0.039
654,0.032
655,0.046
656,0.047
657,0.03
658,0.05
659,0.047
660,0.037
661,0.05
662,0.055
663,0.052
664,0.041
665,0.04
666,0.034
667,0.049
668,0.063
669,0.043
670,0.057
671,0.047
672,0.041
673,0.039
674,0.05
675,0.042
676,0.038
677,0.043
678,0.056
679,0.045
680,0.034
681,0.044
682,0.053
683,0.071
684,0.04
685,0.046
686,0.05
687,0.053
688,0.036
689,0.037
690,0.044
691,0.053
692,0.048
693,0.036
694,0.05
695,0.035
696,0.045
697,0.05
698,0.034
699,0.036
700,0.263
701,0.052
702,0.05
703,0.041
704,0.063
705,0.036
706,0.045
707,0.054
708,0.051
709,0.042
710,0.041
711,0.043
712,0.029
713,0.031
714,0.035
715,0.049
716,0.05
717,0.044
718,0.039
719,0.053
720,0.057
721,0.041
722,0.046
723,0.043
724,0.051
725,0.048
726,0.044
727,0.033
728,0.053
729,0.044
730,0.05
731,0.05
732,0.044
733,0.057
734,0.05
735,0.037
736,0.03
737,0.056
738,0.027
739,0.036
740,0.032
741,0.062
742,0.047
743,0.046
744,0.033
745,0.042
746,0.057
747,0.044
748,0.044
749,0.031
750,0.049
751,0.041
752,0.054
753,0.044
754,0.041
755,0.036
756,0.038
757,0.061
758,0.041
759,0.031
760,0.045
761,0.051
762,0.048
763,0.052
764,0.046
765,0.044
766,0.043
767,0.043
768,0.053
769,0.051
770,0.064
771,0.039
772,0.035
773,0.039
774,0.029
775,0.032
776,0.048
777,0.045
778,0.039
779,0.05
780,0.045
781,0.064
782,0.047
783,0.039
784,0.03
785,0.044
786,0.039
787,0.053
788,0.047
789,0.041
790,0.046
791,0.038
792,0.055
793,0.053
794,0.033
795,0.036
796,0.043
797,0.061
798,0.049
799,0.045
800,0.041
801,0.054
802,0.054
803,0.03
804,0.036
805,0.03
806,0.03
807,0.034
808,0.044
809,0.037
810,0.034
811,0.039
812,0.064
813,0.04
814,0.034
815,0.033
816,0.045
817,0.032
818,0.037
819,0.045
820,0.037
821,0.029
822,0.037
823,0.037
824,0.033
825,0.041
826,0.04
827,0.039
828,0.055
829,0.071
830,0.037
831,0.038
832,0.043
833,0.054
834,0.043
835,0.04
836,0.062
837,0.04
838,0.042
839,0.045
840,0.045
841,0.055
842,0.03
843,0.044
844,0.056
845,0.046
846,0.037
847,0.041
848,0.057
849,0.041
850,0.044
851,0.045
852,0.044
853,0.046
854,0.043
855,0.044
856,0.058
857,0.043
858,0.049
859,0.043
860,0.044
861,0.044
862,0.039
863,0.05
864,0.049
865,0.053
866,0.047
867,0.052
868,0.055
869,0.058
870,0.04
871,0.041
872,0.051
873,0.057
874,0.048
875,0.041
876,0.044
877,0.058
878,0.04
879,0.051
880,0.046
881,0.056
882,0.03
883,0.037
884,0.045
885,0.046
886,0.041
887,0.042
888,0.047
889,0.048
890,0.034
891,0.04
892,0.038
893,0.045
894,0.046
895,0.042
896,0.048
897,0.041
898,0.044
899,0.046
900,0.049
901,0.041
902,0.077
903,0.047
904,0.048
905,0.034
906,0.031
907,0.032
908,0.043
909,0.035
910,0.042
911,0.041
912,0.054
913,0.044
914,0.055
915,0.048
916,0.035
917,0.045
918,0.038
919,0.036
920,0.056
921,0.044
922,0.053
923,0.055
924,0.047
925,0.029
926,0.052
927,0.043
928,0.05
929,0.056
930,0.039
931,0.049
932,0.052
933,0.036
934,0.061
935,0.036
936,0.048
937,0.054
938,0.05
939,0.05
940,0.052
941,0.046
942,0.041
943,0.058
944,0.035
945,0.031
946,0.053
947,0.063
948,0.041
949,0.048
950,0.044
951,0.059
952,0.042
953,0.05
954,0.054
955,0.053
956,0.046
957,0.048
958,0.044
959,0.046
960,0.037
961,0.047
962,0.051
963,0.047
964,0.048
965,0.045
966,0.041
967,0.043
968,0.059
969,0.053
970,0.05
971,0.042
972,0.084
973,0.051
974,0.042
975,0.041
976,0.069
977,0.052
978,0.048
979,0.046
980,0.051
981,0.058
982,0.047
983,0.049
984,0.048
985,0.094
986,0.049
987,0.046
988,0.052
989,0.048
990,0.047
991,0.051
992,0.047
993,0.044
994,0.067
995,0.049
996,0.051
997,0.051
998,0.048
999,0.056
